spp,scd,dbh,dbh_cm,tht,tht_m,stm,stm_kg,brk,brk_kg,bch,bch_kg,fol,fol_kg,agb,agb_kg,lon,lat
Pinus echinata,110,8.6,21.844,69.9,21.30448034,453.99,205.8911565,34.94,15.84580499,37.25,16.89342404,10.14,4.598639456,536.32,243.2290249,-95,34.333
Pinus echinata,110,11.9,30.226,73.5,22.4017068,787.09,356.9569161,67.91,30.79818594,124.85,56.62131519,13.01,5.900226757,992.86,450.276644,-95,34.333
Pinus echinata,110,2.9,7.366,26.9,8.198719902,12.54,5.68707483,2.66,1.206349206,1.23,0.557823129,1.32,0.598639456,17.75,8.049886621,-95,34.333
Pinus echinata,110,6.1,15.494,66.9,20.39012496,235.42,106.7664399,32.41,14.6984127,11.34,5.142857143,4.19,1.900226757,283.36,128.5079365,-95,34.333
Pinus echinata,110,10.7,27.178,65.6,19.9939043,602.81,273.38322,76.87,34.861678,81.41,36.92063492,11.24,5.097505669,772.33,350.2630385,-95,34.333
Pinus echinata,110,5.7,14.478,58.1,17.70801585,128.67,58.3537415,12.76,5.786848073,2.22,1.006802721,0.88,0.399092971,144.53,65.54648526,-95,34.333
Pinus echinata,110,7.4,18.796,72.2,22.00548613,300.69,136.3673469,27.96,12.68027211,10.34,4.689342404,3.97,1.800453515,342.96,155.537415,-95,34.333
Pinus echinata,110,5.4,13.716,50.9,15.51356294,155.94,70.72108844,12.37,5.609977324,1.48,0.671201814,1.54,0.698412698,171.33,77.70068027,-95,34.333
Pinus echinata,110,3.7,9.398,46.3,14.11155136,49.82,22.59410431,6.02,2.73015873,1.23,0.557823129,0.66,0.299319728,57.73,26.1814059,-95,34.333
Pinus echinata,110,10.7,27.178,71.9,21.91405059,570.48,258.7210884,50.64,22.96598639,78.11,35.42403628,17.42,7.900226757,716.65,325.0113379,-95,34.333
Pinus echinata,110,11.1,28.194,81,24.68759525,649.88,294.7301587,176.05,79.84126984,43.46,19.70975057,11.24,5.097505669,880.63,399.3786848,-95,34.333
Pinus echinata,110,13.2,33.528,79.4,24.19993904,929.81,421.6825397,91.17,41.34693878,107.89,48.92970522,17.42,7.900226757,1146.29,519.8594104,-95,34.333
Pinus echinata,110,6.1,15.494,71.2,21.70070101,326.74,148.1814059,23.53,10.67120181,12.77,5.79138322,5.73,2.598639456,368.77,167.2426304,-95,34.333
Pinus echinata,110,11.8,29.972,73.8,22.49314233,714.41,323.9954649,62.74,28.45351474,66.88,30.33106576,14.33,6.498866213,858.36,389.2789116,-95,34.333
Pinus echinata,110,13,33.02,80.7,24.59615971,939.47,426.0634921,72.29,32.7845805,146.03,66.22675737,22.49,10.19954649,1180.28,535.2743764,-95,34.333
Pinus echinata,110,13.7,34.798,73.8,22.49314233,1036.09,469.8820862,114.64,51.99092971,170.06,77.12471655,24.47,11.09750567,1345.26,610.0952381,-95,34.333
Pinus echinata,110,7.7,19.558,68.9,20.99969521,244.65,110.952381,25.05,11.36054422,11.73,5.319727891,4.41,2,285.84,129.6326531,-95,34.333
Pinus echinata,110,15.9,40.386,76.4,23.28558366,1368.84,620.7891156,123.09,55.82312925,235.78,106.9297052,24.69,11.19727891,1752.4,794.739229,-95,34.333
Pinus echinata,110,5.2,13.208,59.7,18.19567205,99.49,45.12018141,10.04,4.553287982,0.45,0.204081633,0.22,0.099773243,110.2,49.97732426,-95,34.333
Pinus echinata,110,5.3,13.462,51.5,15.69643401,161.02,73.02494331,11.69,5.301587302,4.77,2.163265306,2.2,0.997732426,179.68,81.48752834,-95,34.333
Pinus echinata,110,8.3,21.082,75.8,23.10271259,395.56,179.3922902,45.93,20.82993197,17.84,8.090702948,7.94,3.600907029,467.27,211.9138322,-95,34.333
Pinus echinata,110,13.9,35.306,80.4,24.50472417,1294.31,586.9886621,96.75,43.87755102,200.24,90.81179138,24.03,10.89795918,1615.33,732.5759637,-95,34.333
Pinus elliottii,111,3.6,9.144,38,11.58183481,22.49,10.19954649,9.97,4.52154195,2.75,1.247165533,1.45,0.657596372,36.66,16.62585034,-92.41,31.4
Pinus elliottii,111,7.2,18.288,59,17.98232246,218.93,99.28798186,49.44,22.42176871,32.37,14.68027211,16.76,7.600907029,317.5,143.9909297,-92.41,31.4
Pinus elliottii,111,2.4,6.096,32,9.753124048,9.06,4.108843537,4.7,2.131519274,0.96,0.43537415,0.43,0.195011338,15.15,6.870748299,-92.41,31.4
Pinus elliottii,111,2.5,6.35,28,8.533983542,6.61,2.997732426,5.02,2.276643991,1.11,0.503401361,0.39,0.176870748,13.13,5.954648526,-92.41,31.4
Pinus elliottii,111,6.3,16.002,56,17.06796708,145.32,65.9047619,30.94,14.03174603,21.24,9.632653061,10.79,4.893424036,208.29,94.46258503,-92.41,31.4
Pinus elliottii,111,8.9,22.606,63,19.20146297,319.33,144.8208617,61.47,27.87755102,67.84,30.76643991,28.58,12.96145125,477.22,216.4263039,-92.41,31.4
Pinus elliottii,111,5.1,12.954,50,15.23925632,74.26,33.67800454,22.11,10.02721088,11.26,5.106575964,5.11,2.317460317,112.74,51.1292517,-92.41,31.4
Pinus elliottii,111,5.6,14.224,51,15.54404145,86.82,39.37414966,28.25,12.81179138,11.19,5.074829932,5.76,2.612244898,132.02,59.87301587,-92.41,31.4
Pinus elliottii,111,2.7,6.858,29,8.838768668,10.56,4.789115646,5.33,2.41723356,2.64,1.197278912,1.06,0.480725624,19.59,8.884353741,-92.41,31.4
Pinus elliottii,111,9.5,24.13,59,17.98232246,273.11,123.8594104,76.73,34.79818594,70.14,31.80952381,32.84,14.89342404,452.82,205.3605442,-92.41,31.4
Pinus elliottii,111,4.3,10.922,50,15.23925632,60.05,27.23356009,16.7,7.573696145,6.97,3.160997732,4.45,2.01814059,88.17,39.98639456,-92.41,31.4
Pinus elliottii,111,6,15.24,55,16.76318196,103.18,46.79365079,37.86,17.17006803,12.04,5.46031746,4.28,1.941043084,157.36,71.36507937,-92.41,31.4
Pinus elliottii,111,2.8,7.112,29,8.838768668,11.79,5.346938776,6.71,3.0430839,2.62,1.188208617,1.5,0.680272109,22.62,10.2585034,-92.41,31.4
Pinus elliottii,111,3.8,9.652,43,13.10576044,37.62,17.06122449,14.67,6.653061224,4.5,2.040816327,2.04,0.925170068,58.83,26.68027211,-92.41,31.4
Pinus elliottii,111,6.7,17.018,64,19.5062481,182.39,82.71655329,42.94,19.4739229,48.47,21.98185941,19.77,8.965986395,293.57,133.138322,-92.41,31.4
Pinus elliottii,111,7.6,19.304,59,17.98232246,216.83,98.33560091,56.68,25.70521542,55.64,25.23356009,19.67,8.920634921,348.82,158.1950113,-92.41,31.4
Pinus elliottii,111,6.2,15.748,57,17.37275221,142.16,64.47165533,39.67,17.99092971,25.32,11.4829932,8.26,3.746031746,215.41,97.69160998,-92.41,31.4
Pinus elliottii,111,10,25.4,68,20.7253886,452.76,205.3333333,113.66,51.54648526,95.92,43.50113379,42.24,19.15646259,704.58,319.537415,-92.41,31.4
Pinus elliottii,111,9.1,23.114,62,18.89667784,297.84,135.0748299,81.63,37.02040816,61.99,28.11337868,23.26,10.54875283,464.72,210.7573696,-92.41,31.4
Pinus elliottii,111,4.2,10.668,48,14.62968607,45.82,20.78004535,20.02,9.079365079,7.21,3.26984127,4.01,1.818594104,77.06,34.9478458,-92.41,31.4
Pinus elliottii,111,6.4,16.256,57,17.37275221,151.19,68.56689342,38.74,17.569161,16.5,7.482993197,6.35,2.879818594,212.78,96.49886621,-92.41,31.4
Pinus elliottii,111,8.9,22.606,61,18.59189272,277.98,126.0680272,91.15,41.33786848,66.39,30.10884354,28.59,12.96598639,464.11,210.4807256,-92.41,31.4
Pinus elliottii,111,2.2,5.588,26,7.924413289,5.7,2.585034014,2.64,1.197278912,1.93,0.875283447,0.65,0.29478458,10.92,4.952380952,-92.41,31.4
Pinus elliottii,111,3.9,9.906,43,13.10576044,32.32,14.65759637,12.91,5.854875283,3.33,1.510204082,1.44,0.653061224,50,22.67573696,-92.41,31.4
Pinus elliottii,111,5.6,14.224,48,14.62968607,82.93,37.60997732,33.32,15.11111111,17.1,7.755102041,8.38,3.800453515,141.73,64.27664399,-92.41,31.4
Pinus elliottii,111,6.7,17.018,58,17.67753734,150.51,68.2585034,49.55,22.47165533,22.24,10.0861678,7.14,3.238095238,229.44,104.0544218,-92.41,31.4
Pinus elliottii,111,9.5,24.13,67,20.42060347,348.96,158.2585034,80.51,36.51247166,79.06,35.85487528,28.01,12.70294785,536.54,243.3287982,-92.41,31.4
Pinus elliottii,111,5.3,13.462,50,15.23925632,72.82,33.02494331,24.71,11.20634921,14.8,6.712018141,6.84,3.102040816,119.17,54.04535147,-92.41,31.4
Pinus elliottii,111,2.7,6.858,34,10.3626943,14.57,6.607709751,5.45,2.471655329,2.38,1.079365079,1.24,0.562358277,23.64,10.72108844,-92.41,31.4
Pinus elliottii,111,9.5,24.13,65,19.81103322,334.87,151.8684807,91.77,41.61904762,92.7,42.04081633,32.43,14.70748299,551.77,250.2358277,-92.41,31.4
Pinus elliottii,111,3.4,8.636,44,13.41054557,29.85,13.53741497,10.4,4.716553288,2.91,1.319727891,1.22,0.553287982,44.38,20.12698413,-92.41,31.4
Pinus elliottii,111,2.1,5.334,28,8.533983542,5.34,2.421768707,4.26,1.931972789,0.84,0.380952381,0.55,0.249433107,10.99,4.984126984,-92.41,31.4
Pinus elliottii,111,8,20.32,59,17.98232246,217.42,98.6031746,57.14,25.9138322,39.65,17.98185941,16.82,7.628117914,331.03,150.1269841,-92.41,31.4
Pinus elliottii,111,4.6,11.684,47,14.32490094,47.81,21.68253968,16.31,7.396825397,3.36,1.523809524,1.02,0.462585034,68.5,31.06575964,-92.41,31.4
Pinus elliottii,111,7.1,18.034,61,18.59189272,182.23,82.64399093,55.32,25.08843537,34.74,15.75510204,17.01,7.714285714,289.3,131.2018141,-92.41,31.4
Pinus elliottii,111,8.4,21.336,63,19.20146297,286.6,129.9773243,74.53,33.80045351,63.35,28.73015873,29.85,13.53741497,454.33,206.0453515,-92.41,31.4
Pinus elliottii,111,8.9,22.606,65,19.81103322,323.08,146.521542,80.76,36.62585034,77.78,35.27437642,30.33,13.75510204,511.95,232.1768707,-92.41,31.4
Pinus elliottii,111,4.7,11.938,54,16.45839683,72.7,32.97052154,21.4,9.70521542,9.49,4.303854875,4.79,2.172335601,108.38,49.15192744,-92.41,31.4
Pinus elliottii,111,7,17.78,57,17.37275221,186.67,84.65759637,49.12,22.27664399,31.32,14.20408163,13.47,6.108843537,280.58,127.2471655,-92.41,31.4
Pinus elliottii,111,2.8,7.112,32,9.753124048,10.94,4.961451247,6.47,2.934240363,1.09,0.494331066,0.56,0.253968254,19.06,8.64399093,-92.41,31.4
Pinus elliottii,111,6,15.24,58,17.67753734,139.82,63.41043084,37.38,16.95238095,23.54,10.67573696,11.01,4.993197279,211.75,96.03174603,-92.41,31.4
Pinus elliottii,111,4.3,10.922,52,15.84882658,65.06,29.50566893,18.39,8.340136054,6.18,2.802721088,2.86,1.297052154,92.49,41.94557823,-92.41,31.4
Pinus elliottii,111,7.3,18.542,60,18.28710759,162.2,73.5600907,49.82,22.59410431,28.41,12.88435374,14.51,6.580498866,254.94,115.6190476,-92.41,31.4
Pinus elliottii,111,2.8,7.112,32,9.753124048,15.6,7.074829932,6.91,3.133786848,2.79,1.265306122,1.39,0.630385488,26.69,12.10430839,-92.41,31.4
Pinus elliottii,111,6.5,16.51,56,17.06796708,157.99,71.65079365,32.36,14.67573696,17.45,7.9138322,8.58,3.891156463,216.38,98.13151927,-92.41,31.4
Pinus elliottii,111,10.4,26.416,63,19.20146297,372.89,169.1111111,124.28,56.36281179,111.52,50.57596372,49.29,22.3537415,657.98,298.4036281,-92.41,31.4
Pinus elliottii,111,5.7,14.478,51,15.54404145,83.15,37.70975057,24.46,11.09297052,15.93,7.224489796,7.22,3.274376417,130.76,59.3015873,-92.41,31.4
Pinus elliottii,111,4.8,12.192,53,16.1536117,71.74,32.53514739,25.75,11.67800454,7.68,3.482993197,3.28,1.487528345,108.45,49.18367347,-92.41,31.4
Pinus elliottii,111,7.4,18.796,63,19.20146297,237.45,107.6870748,50.51,22.90702948,34.92,15.83673469,12.97,5.882086168,335.85,152.3129252,-92.41,31.4
Pinus elliottii,111,2.5,6.35,28,8.533983542,7.63,3.46031746,5.81,2.634920635,2.17,0.984126984,1.51,0.684807256,17.12,7.764172336,-92.41,31.4
Pinus elliottii,111,10.5,26.67,85,25.90673575,644.33,292.2131519,133.4,60.49886621,86.36,39.16553288,23.92,10.84807256,888.01,402.7256236,-92.41,31.4
Pinus elliottii,111,13,33.02,91,27.73544651,1014.05,459.8866213,213.52,96.83446712,174.21,79.00680272,46.64,21.15192744,1448.42,656.8798186,-92.41,31.4
Pinus elliottii,111,5.3,13.462,54,16.45839683,100.74,45.68707483,27.94,12.67120181,13.36,6.058956916,8.66,3.927437642,150.7,68.3446712,-92.41,31.4
Pinus elliottii,111,8,20.32,79,24.07802499,277.96,126.0589569,83.62,37.92290249,20.01,9.074829932,9.18,4.163265306,390.77,177.2199546,-92.41,31.4
Pinus elliottii,111,5,12.7,63,19.20146297,85.39,38.72562358,22.35,10.13605442,3.12,1.414965986,0.99,0.448979592,111.85,50.72562358,-92.41,31.4
Pinus elliottii,111,9.6,24.384,84,25.60195062,481.13,218.1995465,109.22,49.53287982,37.84,17.16099773,15.61,7.079365079,643.8,291.9727891,-92.41,31.4
Pinus elliottii,111,8.8,22.352,44,13.41054557,206.52,93.65986395,75.34,34.16780045,69.25,31.40589569,26.27,11.9138322,377.38,171.1473923,-92.41,31.4
Pinus elliottii,111,6.6,16.764,35,10.66747943,91.09,41.3106576,51.48,23.34693878,26.07,11.82312925,12.99,5.891156463,181.63,82.37188209,-92.41,31.4
Pinus elliottii,111,6.6,16.764,41,12.49619019,113.31,51.3877551,48.17,21.84580499,25.34,11.49206349,9.56,4.335600907,196.38,89.06122449,-92.41,31.4
Pinus elliottii,111,4.8,12.192,31,9.448338921,36.61,16.6031746,20.01,9.074829932,6.05,2.743764172,2.43,1.102040816,65.1,29.52380952,-92.41,31.4
Pinus elliottii,111,2.8,7.112,22,6.705272783,7.27,3.297052154,7.46,3.383219955,3.78,1.714285714,1.57,0.712018141,20.08,9.106575964,-92.41,31.4
Pinus elliottii,111,8.2,20.828,43,13.10576044,174.74,79.24716553,80.1,36.32653061,56.53,25.63718821,18.43,8.358276644,329.8,149.569161,-92.41,31.4
Pinus elliottii,111,8.9,22.606,53,16.1536117,266.31,120.7755102,86.3,39.138322,40.95,18.57142857,18.78,8.517006803,412.34,187.0022676,-92.41,31.4
Pinus elliottii,111,3,7.62,41,12.49619019,24.01,10.88888889,9.89,4.485260771,3.08,1.396825397,1.45,0.657596372,38.43,17.42857143,-92.41,31.4
Pinus elliottii,111,9.5,24.13,60,18.28710759,379.28,172.0090703,102.49,46.48072562,68.97,31.27891156,28.31,12.83900227,579.05,262.6077098,-92.41,31.4
Pinus elliottii,111,7,17.78,51,15.54404145,179.87,81.57369615,52.45,23.78684807,44.95,20.38548753,19.16,8.689342404,296.43,134.4353741,-92.41,31.4
Pinus elliottii,111,3.5,8.89,29,8.838768668,18.7,8.480725624,10.44,4.734693878,2.13,0.965986395,0.63,0.285714286,31.9,14.46712018,-92.41,31.4
Pinus elliottii,111,6.9,17.526,41,12.49619019,126.04,57.16099773,43.69,19.81405896,25.4,11.51927438,9.21,4.176870748,204.34,92.67120181,-92.41,31.4
Pinus elliottii,111,3.8,9.652,36,10.97226455,27.93,12.66666667,12.33,5.591836735,3.45,1.56462585,0.87,0.394557823,44.58,20.21768707,-92.41,31.4
Pinus elliottii,111,6.9,17.526,45,13.71533069,104.61,47.44217687,39.95,18.11791383,59.71,27.07936508,28.12,12.75283447,232.39,105.3922902,-92.41,31.4
Pinus elliottii,111,5,12.7,41,12.49619019,51.78,23.4829932,21.1,9.569160998,19.62,8.897959184,10.53,4.775510204,103.03,46.72562358,-92.41,31.4
Pinus elliottii,111,6.7,17.018,48,14.62968607,126.5,57.36961451,47.4,21.49659864,44.75,20.29478458,21.81,9.891156463,240.46,109.0521542,-92.41,31.4
Pinus elliottii,111,3.1,7.874,28,8.533983542,13.35,6.054421769,6.19,2.807256236,5.28,2.394557823,2.97,1.346938776,27.79,12.6031746,-92.41,31.4
Pinus elliottii,111,6,15.24,43,13.10576044,100.85,45.73696145,25.6,11.60997732,32.45,14.71655329,15.77,7.151927438,174.67,79.2154195,-92.41,31.4
Pinus elliottii,111,7.5,19.05,59,17.98232246,227.24,103.0566893,67.25,30.49886621,49.32,22.36734694,17.32,7.854875283,361.13,163.7777778,-92.41,31.4
Pinus elliottii,111,4.8,12.192,42,12.80097531,61.54,27.90929705,23.99,10.87981859,12.65,5.736961451,7.06,3.201814059,105.24,47.72789116,-92.41,31.4
Pinus elliottii,111,6.7,17.018,45,13.71533069,118.44,53.71428571,35.91,16.28571429,56.86,25.78684807,24.27,11.00680272,235.48,106.7936508,-92.41,31.4
Pinus elliottii,111,4.3,10.922,36,10.97226455,46.13,20.92063492,16.97,7.696145125,16.69,7.569160998,7.95,3.605442177,87.74,39.79138322,-92.41,31.4
Pinus elliottii,111,4,10.16,38,11.58183481,35.1,15.91836735,15.45,7.006802721,7.7,3.492063492,4.21,1.909297052,62.46,28.32653061,-92.41,31.4
Pinus elliottii,111,4.4,11.176,39,11.88661993,41.4,18.7755102,16.56,7.510204082,12.97,5.882086168,7.27,3.297052154,78.2,35.46485261,-92.41,31.4
Pinus elliottii,111,2.9,7.366,35,10.66747943,17.75,8.049886621,7.42,3.365079365,3.34,1.514739229,2.28,1.034013605,30.79,13.96371882,-92.41,31.4
Pinus elliottii,111,5.7,14.478,40,12.19140506,69.34,31.44671202,30.02,13.61451247,33.65,15.26077098,16.26,7.37414966,149.27,67.69614512,-92.41,31.4
Pinus elliottii,111,4,10.16,40,12.19140506,36.08,16.36281179,13.72,6.222222222,10.55,4.784580499,6.5,2.947845805,66.85,30.31746032,-92.41,31.4
Pinus elliottii,111,9.8,24.892,75,22.85888449,435.47,197.4920635,106.1,48.11791383,94.73,42.96145125,42.01,19.0521542,678.31,307.6235828,-92.41,31.4
Pinus elliottii,111,10.2,25.908,75,22.85888449,469.49,212.9206349,119.64,54.2585034,97.59,44.2585034,45.04,20.42630385,731.76,331.8639456,-92.41,31.4
Pinus elliottii,111,6.2,15.748,53,16.1536117,125.51,56.92063492,42,19.04761905,15.78,7.156462585,7.13,3.233560091,190.42,86.35827664,-92.41,31.4
Pinus elliottii,111,5.3,13.462,52,15.84882658,89.72,40.6893424,30.82,13.97732426,11.93,5.410430839,4.54,2.058956916,137.01,62.13605442,-92.41,31.4
Pinus elliottii,111,6.8,17.272,58,17.67753734,153.03,69.40136054,45.37,20.57596372,29.45,13.35600907,12.23,5.546485261,240.08,108.8798186,-92.41,31.4
Pinus elliottii,111,3.9,9.906,48,14.62968607,39.39,17.86394558,14.44,6.548752834,6.18,2.802721088,2.13,0.965986395,62.14,28.1814059,-92.41,31.4
Pinus elliottii,111,8.1,20.574,57,17.37275221,198.23,89.90022676,57.34,26.00453515,51.61,23.40589569,18.77,8.512471655,325.95,147.8231293,-92.41,31.4
Pinus elliottii,111,10,25.4,58,17.67753734,326.94,148.2721088,90.32,40.96145125,127.46,57.80498866,48.21,21.86394558,592.93,268.9024943,-92.41,31.4
Pinus elliottii,111,4.4,11.176,45,13.71533069,52.74,23.91836735,18.35,8.321995465,6.43,2.916099773,2.84,1.287981859,80.36,36.44444444,-92.41,31.4
Pinus elliottii,111,7.5,19.05,59,17.98232246,209.35,94.94331066,66.82,30.30385488,41.44,18.79365079,20.62,9.351473923,338.23,153.3922902,-92.41,31.4
Pinus elliottii,111,3.9,9.906,46,14.02011582,41.07,18.62585034,13.25,6.009070295,4.7,2.131519274,2.46,1.115646259,61.48,27.88208617,-92.41,31.4
Pinus elliottii,111,2.2,5.588,27,8.229198415,5.6,2.53968254,4.26,1.931972789,1.42,0.64399093,0.67,0.303854875,11.95,5.419501134,-92.41,31.4
Pinus elliottii,111,7.7,19.558,57,17.37275221,206.71,93.74603175,55.71,25.26530612,43.72,19.8276644,22.51,10.20861678,328.65,149.047619,-92.41,31.4
Pinus elliottii,111,7,17.78,60,18.28710759,170.63,77.38321995,43.15,19.569161,8.08,3.664399093,2.79,1.265306122,224.65,101.8820862,-92.41,31.4
Pinus elliottii,111,8.4,21.336,62,18.89667784,296.65,134.5351474,68.77,31.18820862,85.21,38.64399093,39.19,17.77324263,489.82,222.1405896,-92.41,31.4
Pinus elliottii,111,1.6,4.064,19,5.790917403,2.77,1.256235828,2.11,0.9569161,1.13,0.512471655,0.55,0.249433107,6.56,2.975056689,-92.41,31.4
Pinus elliottii,111,2.6,6.604,32,9.753124048,11.68,5.297052154,6.01,2.725623583,3.36,1.523809524,1.78,0.807256236,22.83,10.3537415,-92.41,31.4
Pinus elliottii,111,3.5,8.89,45,13.71533069,33.66,15.26530612,12.43,5.637188209,4.26,1.931972789,1.53,0.693877551,51.88,23.52834467,-92.41,31.4
Pinus elliottii,111,3.6,9.144,41,12.49619019,23.98,10.87528345,10.7,4.85260771,3.78,1.714285714,1.66,0.752834467,40.12,18.19501134,-92.41,31.4
Pinus elliottii,111,4.5,11.43,46,14.02011582,43.63,19.78684807,15.92,7.219954649,5.69,2.580498866,2.75,1.247165533,67.99,30.83446712,-92.41,31.4
Pinus elliottii,111,5.4,13.716,51,15.54404145,66.84,30.31292517,34.32,15.56462585,7.68,3.482993197,3.65,1.655328798,112.49,51.01587302,-92.41,31.4
Pinus elliottii,111,5.8,14.732,52,15.84882658,102.55,46.50793651,30.02,13.61451247,21.58,9.786848073,11.13,5.047619048,165.28,74.9569161,-92.41,31.4
Pinus elliottii,111,7.8,19.812,61,18.59189272,224.22,101.6870748,57.31,25.99092971,23.78,10.7845805,11.31,5.129251701,316.62,143.5918367,-92.41,31.4
Pinus elliottii,111,5.7,14.478,56,17.06796708,102.21,46.3537415,28.68,13.00680272,5.77,2.616780045,3.14,1.424036281,139.8,63.40136054,-92.41,31.4
Pinus elliottii,111,6.6,16.764,61,18.59189272,157.99,71.65079365,49.72,22.54875283,26.02,11.80045351,13.57,6.154195011,247.3,112.154195,-92.41,31.4
Pinus elliottii,111,7.4,18.796,62,18.89667784,218.56,99.12018141,43.87,19.89569161,41.75,18.93424036,17.05,7.732426304,321.23,145.6825397,-92.41,31.4
Pinus elliottii,111,11.3,28.702,66,20.11581835,434.41,197.0113379,144.51,65.53741497,130.94,59.38321995,52.68,23.89115646,762.54,345.8231293,-92.41,31.4
Pinus elliottii,111,4.9,12.446,51,15.54404145,61.8,28.02721088,22.11,10.02721088,9.8,4.444444444,4.04,1.832199546,97.75,44.33106576,-92.41,31.4
Pinus elliottii,111,4.4,11.176,48,14.62968607,51.94,23.55555556,13.56,6.149659864,3.45,1.56462585,1.23,0.557823129,70.18,31.8276644,-92.41,31.4
Pinus elliottii,111,9.5,24.13,70,21.33495885,336.66,152.6802721,103.1,46.75736961,66.16,30.00453515,24.38,11.05668934,530.3,240.4988662,-92.41,31.4
Pinus elliottii,111,4.8,12.192,52,15.84882658,68.55,31.08843537,23.33,10.58049887,9.83,4.458049887,3.28,1.487528345,104.99,47.61451247,-92.41,31.4
Pinus elliottii,111,6.9,17.526,63,19.20146297,182.91,82.95238095,40.15,18.20861678,29.32,13.29705215,12.93,5.863945578,265.31,120.3219955,-92.41,31.4
Pinus elliottii,111,5.6,14.224,54,16.45839683,92.35,41.88208617,36.06,16.3537415,16.58,7.519274376,9.58,4.344671202,154.57,70.09977324,-92.41,31.4
Pinus elliottii,111,7.7,19.558,65,19.81103322,228.72,103.7278912,56.51,25.62811791,29.99,13.60090703,17.32,7.854875283,332.54,150.8117914,-92.41,31.4
Pinus elliottii,111,7.8,19.812,62,18.89667784,226.78,102.8480726,59.67,27.06122449,53.04,24.05442177,23.15,10.49886621,362.64,164.462585,-92.41,31.4
Pinus elliottii,111,10.4,26.416,63,19.20146297,326.08,147.8820862,113.68,51.55555556,76.19,34.55328798,41.37,18.76190476,557.32,252.7528345,-92.41,31.4
Pinus elliottii,111,2.5,6.35,25,7.619628162,7.97,3.614512472,5.99,2.716553288,2.74,1.242630385,1.7,0.770975057,18.4,8.344671202,-92.41,31.4
Pinus elliottii,111,5.3,13.462,29,8.838768668,45.98,20.85260771,25.46,11.54648526,28.17,12.7755102,15.82,7.174603175,115.43,52.34920635,-92.41,31.4
Pinus elliottii,111,5.5,13.97,28,8.533983542,39.57,17.94557823,29.32,13.29705215,17.88,8.108843537,10.33,4.684807256,97.1,44.03628118,-92.41,31.4
Pinus elliottii,111,7.8,19.812,56,17.06796708,197.18,89.42403628,58.95,26.73469388,65.42,29.66893424,31.28,14.18594104,352.83,160.0136054,-92.41,31.4
Pinus elliottii,111,9,22.86,65,19.81103322,308.51,139.9138322,89.04,40.38095238,79.27,35.95011338,41.34,18.74829932,518.16,234.9931973,-92.41,31.4
Pinus elliottii,111,2.9,7.366,20,6.09570253,8.56,3.882086168,7.15,3.242630385,6.24,2.829931973,4.76,2.158730159,26.71,12.11337868,-92.41,31.4
Pinus elliottii,111,9.9,25.146,65,19.81103322,383.98,174.1405896,79.84,36.20861678,93.49,42.39909297,33.39,15.14285714,590.7,267.8911565,-92.41,31.4
Pinus elliottii,111,4.6,11.684,45,13.71533069,44.13,20.01360544,10.39,4.712018141,2.81,1.274376417,1.15,0.52154195,58.48,26.52154195,-92.41,31.4
