spp,scd,dbh,dbh_cm,tht,tht_m,stm,stm_kg,brk,brk_kg,bch,bch_kg,fol,fol_kg,agb,agb_kg,lon,lat
Pinus taeda,131,4.6,11.684,30.6,9.32642487,34.78,15.77324263,8.96,4.063492063,9.42,4.272108844,3.68,1.66893424,56.84,25.77777778,-82.333,31.145
Pinus taeda,131,4.4,11.176,30.4,9.265467845,36.56,16.58049887,6.56,2.975056689,11.35,5.14739229,4.42,2.004535147,58.89,26.70748299,-82.333,31.145
Pinus taeda,131,9.1,23.114,53.7,16.36696129,216.61,98.23582766,25.25,11.45124717,34.21,15.51473923,13.12,5.950113379,289.19,131.1519274,-82.333,31.145
Pinus taeda,131,8.3,21.082,60.4,18.40902164,224.04,101.6054422,27.02,12.25396825,21.9,9.931972789,8.44,3.827664399,281.4,127.6190476,-82.333,31.145
Pinus taeda,131,6.7,17.018,50.7,15.45260591,134.62,61.0521542,18.16,8.235827664,19.96,9.052154195,7.7,3.492063492,180.44,81.83219955,-82.333,31.145
Pinus taeda,131,7,17.78,58.6,17.86040841,166.47,75.49659864,20.79,9.428571429,14.59,6.616780045,5.66,2.566893424,207.51,94.10884354,-82.333,31.145
Pinus taeda,131,8.3,21.082,57.1,17.40323072,256.21,116.1950113,26.67,12.0952381,31,14.05895692,11.9,5.396825397,325.78,147.7460317,-82.333,31.145
Pinus taeda,131,7.8,19.812,57.8,17.61658031,220.99,100.2222222,27.78,12.59863946,27.22,12.3446712,10.46,4.743764172,286.45,129.9092971,-82.333,31.145
Pinus taeda,131,8.4,21.336,59.3,18.073758,272.34,123.5102041,39.58,17.95011338,27.68,12.55328798,10.64,4.825396825,350.24,158.8390023,-82.333,31.145
Pinus taeda,131,8.5,21.59,61.2,18.65284974,234.54,106.3673469,33.77,15.31519274,29.97,13.59183673,11.51,5.219954649,309.79,140.4943311,-82.333,31.145
Pinus taeda,131,7,17.78,47.7,14.53825053,129.78,58.85714286,14.91,6.761904762,21.03,9.537414966,8.11,3.678004535,173.83,78.83446712,-82.333,31.145
Pinus taeda,131,7,17.78,52.1,15.87930509,158.05,71.67800454,22.05,10,19.63,8.902494331,7.57,3.433106576,207.3,94.01360544,-82.333,31.145
Pinus taeda,131,6.5,16.51,49.5,15.08686376,116.26,52.72562358,20.06,9.097505669,16.91,7.66893424,6.54,2.965986395,159.77,72.45804989,-82.333,31.145
Pinus taeda,131,6.7,17.018,49.9,15.20877781,127.4,57.77777778,16.9,7.664399093,18.8,8.526077098,7.26,3.292517007,170.36,77.26077098,-82.333,31.145
Pinus taeda,131,5.5,13.97,32.5,9.905516611,53.93,24.45804989,10.43,4.73015873,20.15,9.138321995,7.77,3.523809524,92.28,41.85034014,-82.333,31.145
Pinus taeda,131,6.5,16.51,52.9,16.12313319,132.95,60.29478458,20.89,9.473922902,15.82,7.174603175,6.12,2.775510204,175.78,79.71882086,-82.333,31.145
Pinus taeda,131,6.7,17.018,54.2,16.51935386,155.39,70.47165533,21.38,9.696145125,14.1,6.394557823,5.47,2.480725624,196.34,89.0430839,-82.333,31.145
Pinus taeda,131,8.2,20.828,56.4,17.18988113,200.35,90.861678,29.19,13.23809524,25.21,11.43310658,9.7,4.399092971,264.45,119.9319728,-82.333,31.145
Pinus taeda,131,4.8,12.192,29.1,8.869247181,36.35,16.48526077,7.97,3.614512472,14.3,6.485260771,5.54,2.512471655,64.16,29.09750567,-82.333,31.145
Pinus taeda,131,7.8,19.812,64.2,19.56720512,259.86,117.8503401,21.32,9.66893424,24.15,10.95238095,9.29,4.213151927,314.62,142.6848073,-82.333,31.145
Pinus taeda,131,8.3,21.082,64.2,19.56720512,235.84,106.9569161,18.2,8.253968254,16.96,7.691609977,6.56,2.975056689,277.56,125.877551,-82.333,31.145
Pinus taeda,131,9.9,25.146,68.6,20.90825968,447.08,202.7573696,37.37,16.9478458,32.21,14.60770975,12.36,5.605442177,529.02,239.9183673,-82.333,31.145
Pinus taeda,131,7.6,19.304,59.3,18.073758,219.94,99.74603175,20.64,9.360544218,18.32,8.308390023,7.07,3.206349206,265.97,120.6213152,-82.333,31.145
Pinus taeda,131,8.4,21.336,62.2,18.95763487,250.94,113.8049887,26.67,12.0952381,25.44,11.53741497,9.78,4.43537415,312.83,141.8730159,-82.333,31.145
Pinus taeda,131,6.6,16.764,50.2,15.30021335,138.04,62.6031746,17.69,8.022675737,13.98,6.340136054,5.42,2.458049887,175.13,79.42403628,-82.333,31.145
Pinus taeda,131,7.7,19.558,56.2,17.12892411,191.01,86.62585034,20.39,9.247165533,22.38,10.14965986,8.62,3.909297052,242.4,109.9319728,-82.333,31.145
Pinus taeda,131,7.7,19.558,53.8,16.3974398,190.35,86.32653061,18.63,8.448979592,22.87,10.37188209,8.81,3.995464853,240.66,109.1428571,-82.333,31.145
Pinus taeda,131,6.8,17.272,52.6,16.03169765,153.69,69.70068027,15.47,7.015873016,13.91,6.308390023,5.39,2.444444444,188.46,85.46938776,-82.333,31.145
Pinus taeda,131,6.6,16.764,50.9,15.51356294,129.97,58.94331066,16.33,7.405895692,17.88,8.108843537,6.91,3.133786848,171.09,77.59183673,-82.333,31.145
Pinus taeda,131,7.3,18.542,53.3,16.24504724,157.3,71.33786848,18.12,8.217687075,24.04,10.90249433,9.25,4.195011338,208.71,94.65306122,-82.333,31.145
Pinus taeda,131,5.6,14.224,33.9,10.33221579,61.63,27.95011338,9.38,4.253968254,12.55,5.691609977,4.88,2.213151927,88.44,40.10884354,-82.333,31.145
Pinus taeda,131,7.1,18.034,34.8,10.6065224,83.53,37.88208617,13.74,6.231292517,25.09,11.37868481,9.65,4.376417234,132.01,59.86848073,-82.333,31.145
Pinus taeda,131,5.3,13.462,32.4,9.875038098,59.13,26.81632653,6.49,2.943310658,15.95,7.233560091,6.17,2.798185941,87.74,39.79138322,-82.333,31.145
Pinus taeda,131,6.5,16.51,36.2,11.03322158,82.28,37.31519274,9.95,4.512471655,18.8,8.526077098,7.26,3.292517007,118.29,53.6462585,-82.333,31.145
Pinus taeda,131,6.5,16.51,42,12.80097531,100.54,45.59637188,11.72,5.315192744,23.42,10.62131519,9.02,4.090702948,144.7,65.62358277,-82.333,31.145
Pinus taeda,131,6.2,15.748,37.9,11.55135629,82.82,37.5600907,11.66,5.287981859,21.7,9.841269841,8.36,3.79138322,124.54,56.48072562,-82.333,31.145
Pinus taeda,131,5.8,14.732,35.5,10.81987199,66.36,30.0952381,12.02,5.451247166,17.07,7.741496599,6.6,2.993197279,102.05,46.28117914,-82.333,31.145
Pinus taeda,131,5.8,14.732,37.6,11.45992076,78.73,35.70521542,12.35,5.600907029,19.68,8.925170068,7.59,3.442176871,118.35,53.67346939,-82.333,31.145
Pinus taeda,131,6.6,16.764,54.1,16.48887534,143.07,64.88435374,13.76,6.240362812,14.56,6.603174603,5.64,2.557823129,177.03,80.28571429,-82.333,31.145
Pinus taeda,131,7.3,18.542,63.3,19.29289851,183.75,83.33333333,17.4,7.891156463,16.29,7.387755102,6.3,2.857142857,223.74,101.4693878,-82.333,31.145
Pinus taeda,131,10.2,25.908,65.6,19.9939043,363.65,164.9206349,31.43,14.25396825,33.89,15.36961451,13,5.89569161,441.97,200.4399093,-82.333,31.145
Pinus taeda,131,8.5,21.59,66.5,20.26821091,262.01,118.8253968,23.54,10.67573696,21.44,9.723356009,8.26,3.746031746,315.25,142.9705215,-82.333,31.145
Pinus taeda,131,6.5,16.51,49.5,15.08686376,114.46,51.90929705,15.36,6.965986395,13.95,6.326530612,5.41,2.453514739,149.18,67.6553288,-82.333,31.145
Pinus taeda,131,7.6,19.304,53.2,16.21456873,192.98,87.51927438,23.28,10.55782313,26.73,12.12244898,10.28,4.662131519,253.27,114.861678,-82.333,31.145
Pinus taeda,131,7.1,18.034,55.9,17.03748857,175.44,79.56462585,19.39,8.793650794,21.06,9.551020408,8.12,3.682539683,224.01,101.5918367,-82.333,31.145
Pinus taeda,131,6.7,17.018,53.9,16.42791832,146.33,66.36281179,18.33,8.31292517,16.84,7.637188209,6.51,2.952380952,188.01,85.26530612,-82.333,31.145
Pinus taeda,131,6.6,16.764,50.8,15.48308443,149.32,67.71882086,17.2,7.800453515,14.87,6.743764172,5.76,2.612244898,187.15,84.87528345,-82.333,31.145
Pinus taeda,131,7.7,19.558,53.1,16.18409022,190.46,86.37641723,15.8,7.16553288,23.87,10.82539683,9.19,4.167800454,239.32,108.5351474,-82.333,31.145
Pinus taeda,131,8.8,22.352,51,15.54404145,188.09,85.3015873,22.41,10.16326531,29.42,13.34240363,11.3,5.124716553,251.22,113.9319728,-82.333,31.145
Pinus taeda,131,7.5,19.05,50.9,15.51356294,153.73,69.71882086,22.59,10.24489796,15.85,7.188208617,6.13,2.780045351,198.3,89.93197279,-82.333,31.145
Pinus taeda,131,5.8,14.732,49.4,15.05638525,90.91,41.22902494,10.25,4.648526077,12.42,5.632653061,4.83,2.19047619,118.41,53.70068027,-82.333,31.145
Pinus taeda,131,5.9,14.986,45.7,13.92868028,97.39,44.16780045,15.54,7.047619048,11.42,5.179138322,4.45,2.01814059,128.8,58.41269841,-82.333,31.145
Pinus taeda,131,7,17.78,52.5,16.00121914,147.24,66.7755102,21.23,9.628117914,18.73,8.494331066,7.23,3.278911565,194.43,88.17687075,-82.333,31.145
Pinus taeda,131,5.8,14.732,41.3,12.58762572,78.19,35.46031746,12.73,5.77324263,13.61,6.172335601,5.28,2.394557823,109.81,49.80045351,-82.333,31.145
Pinus taeda,131,8.8,22.352,55.7,16.97653155,263.81,119.6417234,29.5,13.37868481,33.61,15.24263039,12.89,5.845804989,339.81,154.1088435,-82.333,31.145
Pinus taeda,131,6.6,16.764,51.4,15.6659555,121.81,55.24263039,20.64,9.360544218,19.54,8.861678005,7.54,3.419501134,169.53,76.88435374,-82.333,31.145
Pinus taeda,131,6,15.24,37.4,11.39896373,82.82,37.5600907,11.29,5.120181406,17.57,7.968253968,6.79,3.079365079,118.47,53.72789116,-82.333,31.145
Pinus taeda,131,6,15.24,38.3,11.67327034,87.55,39.70521542,11.27,5.111111111,21.09,9.56462585,8.13,3.68707483,128.04,58.06802721,-82.333,31.145
Pinus taeda,131,5.6,14.224,34.6,10.54556538,58.51,26.53514739,7.2,3.265306122,13.09,5.936507937,5.08,2.303854875,83.88,38.04081633,-82.333,31.145
Pinus taeda,131,6.1,15.494,35.5,10.81987199,75.43,34.20861678,7.97,3.614512472,21.62,9.804988662,8.33,3.777777778,113.35,51.40589569,-82.333,31.145
Pinus taeda,131,6.4,16.256,35.4,10.78939348,80.16,36.3537415,11.39,5.16553288,22.88,10.37641723,8.81,3.995464853,123.24,55.89115646,-82.333,31.145
Pinus taeda,131,5.9,14.986,44.8,13.65437367,97.34,44.14512472,15.46,7.011337868,15.96,7.238095238,6.18,2.802721088,134.94,61.19727891,-82.333,31.145
Pinus taeda,131,7,17.78,45.6,13.89820177,123.05,55.80498866,19.54,8.861678005,14.54,6.594104308,5.64,2.557823129,162.77,73.8185941,-82.333,31.145
Pinus taeda,131,5.3,13.462,51.1,15.57451996,92.14,41.78684807,11.1,5.034013605,8.54,3.873015873,3.35,1.519274376,115.13,52.21315193,-82.333,31.145
Pinus taeda,131,6.8,17.272,49.8,15.1782993,137.25,62.24489796,18.84,8.544217687,23.61,10.70748299,9.09,4.12244898,188.79,85.61904762,-82.333,31.145
Pinus taeda,131,6.2,15.748,43.5,13.258153,99.11,44.9478458,12.11,5.492063492,14.66,6.648526077,5.68,2.575963719,131.56,59.66439909,-82.333,31.145
Pinus taeda,131,4.4,11.176,39.8,12.13044803,51.58,23.39229025,5.84,2.648526077,7.11,3.224489796,2.81,1.274376417,67.34,30.53968254,-82.333,31.145
Pinus taeda,131,6,15.24,43.2,13.16671746,88.27,40.03174603,12.63,5.727891156,21.4,9.70521542,8.24,3.736961451,130.54,59.20181406,-82.333,31.145
Pinus taeda,131,8.4,21.336,52.7,16.06217617,224.4,101.7687075,26.68,12.09977324,28.75,13.03854875,11.04,5.006802721,290.87,131.9138322,-82.333,31.145
Pinus taeda,131,7,17.78,53.8,16.3974398,155.05,70.31746032,20.64,9.360544218,13.2,5.986394558,5.13,2.326530612,194.02,87.99092971,-82.333,31.145
Pinus taeda,131,7.3,18.542,52.7,16.06217617,181.54,82.33106576,22.57,10.23582766,23.24,10.53968254,8.95,4.058956916,236.3,107.1655329,-82.333,31.145
Pinus taeda,131,8.2,20.828,58,17.67753734,258.74,117.3424036,32.07,14.54421769,30.32,13.75056689,11.64,5.278911565,332.77,150.9160998,-82.333,31.145
Pinus taeda,131,5.9,14.986,42.2,12.86193234,87.7,39.77324263,10.68,4.843537415,14.5,6.575963719,5.62,2.548752834,118.5,53.7414966,-82.333,31.145
Pinus taeda,131,5.6,14.224,40.4,12.31331911,72.87,33.04761905,10.92,4.952380952,10.28,4.662131519,4.01,1.818594104,98.08,44.48072562,-82.333,31.145
Pinus taeda,131,5.5,13.97,33.2,10.1188662,64.24,29.13378685,9.77,4.430839002,18.54,8.408163265,7.16,3.247165533,99.71,45.21995465,-82.333,31.145
Pinus taeda,131,5.7,14.478,41.4,12.61810424,86.44,39.20181406,12.6,5.714285714,15.41,6.988662132,5.97,2.707482993,120.42,54.6122449,-82.333,31.145
Pinus taeda,131,5,12.7,34.5,10.51508686,53.28,24.16326531,9.37,4.249433107,16.64,7.546485261,6.43,2.916099773,85.72,38.87528345,-82.333,31.145
Pinus taeda,131,5.6,14.224,36.1,11.00274307,56.64,25.68707483,10.13,4.594104308,15.81,7.170068027,6.12,2.775510204,88.7,40.22675737,-82.333,31.145
Pinus taeda,131,5,12.7,34.6,10.54556538,53.15,24.10430839,6.87,3.115646259,17.11,7.759637188,6.61,2.997732426,83.74,37.97732426,-82.333,31.145
Pinus taeda,131,5.3,13.462,35.9,10.94178604,58.73,26.63492063,7.51,3.405895692,19.05,8.639455782,7.35,3.333333333,92.64,42.01360544,-82.333,31.145
Pinus taeda,131,5.8,14.732,32.6,9.935995123,55.44,25.14285714,9.18,4.163265306,16.96,7.691609977,6.56,2.975056689,88.14,39.97278912,-82.333,31.145
Pinus taeda,131,5.6,14.224,32.3,9.844559585,60.57,27.46938776,10.89,4.93877551,21.39,9.700680272,8.24,3.736961451,101.09,45.84580499,-82.333,31.145
Pinus taeda,131,5.7,14.478,32.9,10.02743066,65.82,29.85034014,8.74,3.963718821,24.32,11.02947846,9.36,4.244897959,108.24,49.08843537,-82.333,31.145
Pinus taeda,131,6.1,15.494,35.9,10.94178604,72.07,32.68480726,10.03,4.548752834,29.64,13.44217687,11.38,5.160997732,123.12,55.83673469,-82.333,31.145
Pinus taeda,131,7.2,18.288,56.1,17.0984456,175.63,79.65079365,22.57,10.23582766,20.32,9.215419501,7.84,3.555555556,226.36,102.6575964,-82.333,31.145
Pinus taeda,131,4.8,12.192,30.9,9.417860408,43.67,19.80498866,6.48,2.93877551,15.31,6.943310658,5.93,2.689342404,71.39,32.37641723,-82.333,31.145
Pinus taeda,131,5.1,12.954,35,10.66747943,51.6,23.40136054,7.89,3.578231293,14.99,6.798185941,5.8,2.630385488,80.28,36.40816327,-82.333,31.145
Pinus taeda,131,4.6,11.684,30.8,9.387381896,43.4,19.68253968,8.55,3.87755102,12.96,5.87755102,5.03,2.281179138,69.94,31.71882086,-82.333,31.145
Pinus taeda,131,5.5,13.97,33.6,10.24078025,61.1,27.70975057,7.28,3.301587302,20.57,9.328798186,7.93,3.596371882,96.88,43.93650794,-82.333,31.145
Pinus taeda,131,6.6,16.764,45.8,13.95915879,107.55,48.7755102,16.78,7.609977324,17.46,7.918367347,6.74,3.056689342,148.53,67.36054422,-82.333,31.145
Pinus taeda,131,5.5,13.97,45.3,13.80676623,91.27,41.39229025,11.85,5.37414966,9.95,4.512471655,3.89,1.764172336,116.96,53.0430839,-82.333,31.145
Pinus taeda,131,4.1,10.414,36.7,11.18561414,38.16,17.30612245,6.92,3.138321995,7.04,3.192743764,2.78,1.260770975,54.9,24.89795918,-82.333,31.145
Pinus taeda,131,8.2,20.828,51.9,15.81834806,200.35,90.861678,24.03,10.89795918,23.76,10.7755102,9.14,4.145124717,257.28,116.6802721,-82.333,31.145
Pinus taeda,131,7.4,18.796,49.1,14.96494971,178.46,80.93424036,18.16,8.235827664,22.39,10.15419501,8.62,3.909297052,227.63,103.2335601,-82.333,31.145
Pinus taeda,131,7.4,18.796,52,15.84882658,144.64,65.59637188,28.64,12.98866213,22.13,10.03628118,8.52,3.863945578,203.93,92.48526077,-82.333,31.145
Pinus taeda,131,5.4,13.716,34.1,10.39317281,56.72,25.72335601,16.3,7.392290249,13.31,6.036281179,5.17,2.344671202,91.5,41.49659864,-82.333,31.145
Pinus taeda,131,5.1,12.954,39.7,12.09996952,87.56,39.70975057,13.06,5.922902494,13.48,6.113378685,5.23,2.371882086,119.33,54.11791383,-82.333,31.145
Pinus taeda,131,5.4,13.716,37,11.27704968,78.42,35.56462585,11.77,5.337868481,16.19,7.342403628,6.26,2.839002268,112.64,51.08390023,-82.333,31.145
Pinus taeda,131,5.4,13.716,37.9,11.55135629,83.84,38.02267574,13.33,6.045351474,16.32,7.401360544,6.31,2.861678005,119.8,54.33106576,-82.333,31.145
Pinus taeda,131,5.6,14.224,46.7,14.23346541,101.57,46.06349206,12.44,5.641723356,11.43,5.183673469,4.45,2.01814059,129.89,58.90702948,-82.333,31.145
Pinus taeda,131,5.3,13.462,42.1,12.83145383,79.36,35.99092971,15.03,6.816326531,13.66,6.195011338,5.3,2.403628118,113.35,51.40589569,-82.333,31.145
Pinus taeda,131,5.5,13.97,43.7,13.31911003,87.57,39.71428571,14.01,6.353741497,15.28,6.929705215,5.92,2.684807256,122.78,55.68253968,-82.333,31.145
Pinus taeda,131,4.6,11.684,37.5,11.42944224,63.68,28.87981859,8.93,4.049886621,9.92,4.498866213,3.88,1.759637188,86.41,39.18820862,-82.333,31.145
Pinus taeda,131,6.8,17.272,39,11.88661993,102.69,46.57142857,17.13,7.768707483,27.11,12.29478458,10.42,4.725623583,157.35,71.36054422,-82.333,31.145
Pinus taeda,131,6.9,17.526,39.1,11.91709845,99.35,45.05668934,17.9,8.117913832,26.78,12.14512472,10.3,4.671201814,154.33,69.99092971,-82.333,31.145
Pinus taeda,131,5.1,12.954,33,10.05790917,98.71,44.76643991,14.89,6.752834467,13.45,6.099773243,5.22,2.367346939,132.27,59.98639456,-82.333,31.145
Pinus taeda,131,5.3,13.462,32,9.753124048,55.76,25.28798186,10.23,4.639455782,17.17,7.786848073,6.63,3.006802721,89.79,40.72108844,-82.333,31.145
Pinus taeda,131,5.1,12.954,29.6,9.021639744,45.25,20.52154195,10.15,4.603174603,16.93,7.678004535,6.54,2.965986395,78.87,35.76870748,-82.333,31.145
Pinus taeda,131,6.2,15.748,31.9,9.722645535,63.01,28.57596372,13.06,5.922902494,13.99,6.344671202,5.43,2.462585034,95.49,43.30612245,-82.333,31.145
Pinus taeda,131,6.1,15.494,35.4,10.78939348,69.97,31.7324263,10.96,4.970521542,16.08,7.292517007,6.22,2.820861678,103.23,46.81632653,-82.333,31.145
Pinus taeda,131,6.5,16.51,39.4,12.00853398,100.64,45.64172336,15.42,6.993197279,24.22,10.98412698,9.32,4.22675737,149.6,67.84580499,-82.333,31.145
Pinus taeda,131,7.3,18.542,58.5,17.8299299,163.85,74.30839002,21.52,9.759637188,18.45,8.367346939,7.12,3.229024943,210.94,95.66439909,-82.333,31.145
Pinus taeda,131,9,22.86,63.8,19.44529107,303.83,137.7913832,37,16.78004535,34.05,15.44217687,13.06,5.922902494,387.94,175.9365079,-82.333,31.145
Pinus taeda,131,8.3,21.082,67.2,20.4815605,266.78,120.9886621,28.3,12.83446712,24.54,11.1292517,9.44,4.281179138,329.06,149.2335601,-82.333,31.145
Pinus taeda,131,7.9,20.066,61.8,18.83572082,225.68,102.3492063,24.53,11.12471655,25.99,11.78684807,9.99,4.530612245,286.19,129.7913832,-82.333,31.145
Pinus taeda,131,8.1,20.574,65.7,20.02438281,254.36,115.3560091,25.95,11.76870748,25.51,11.569161,9.81,4.448979592,315.63,143.1428571,-82.333,31.145
Pinus taeda,131,10.5,26.67,67.8,20.66443158,402.12,182.3673469,29.16,13.2244898,44.21,20.04988662,16.93,7.678004535,492.42,223.3197279,-82.333,31.145
Pinus taeda,131,8.3,21.082,64.8,19.7500762,238.4,108.1179138,27.66,12.54421769,16.64,7.546485261,6.43,2.916099773,289.13,131.1247166,-82.333,31.145
Pinus taeda,131,8.1,20.574,51.8,15.78786955,199.29,90.38095238,26.25,11.9047619,28.35,12.85714286,10.89,4.93877551,264.78,120.0816327,-82.333,31.145
Pinus taeda,131,7.9,20.066,48.4,14.75160012,179.97,81.61904762,25.72,11.66439909,32.36,14.67573696,12.42,5.632653061,250.47,113.5918367,-82.333,31.145
Pinus taeda,131,5.8,14.732,38.9,11.85614142,93.74,42.51247166,13.44,6.095238095,16.95,7.68707483,6.55,2.970521542,130.68,59.26530612,-82.333,31.145
Pinus taeda,131,6.4,16.256,47.3,14.41633648,102.05,46.28117914,18.17,8.240362812,10.9,4.943310658,4.25,1.927437642,135.37,61.39229025,-82.333,31.145
Pinus taeda,131,8.8,22.352,54.9,16.73270344,222.69,100.9931973,23.8,10.79365079,28.16,12.77097506,10.82,4.907029478,285.47,129.4648526,-82.333,31.145
Pinus taeda,131,8.7,22.098,58.8,17.92136544,267.52,121.324263,27.13,12.30385488,27.73,12.57596372,10.66,4.83446712,333.04,151.0385488,-82.333,31.145
Pinus taeda,131,7.8,19.812,57.7,17.5861018,229.46,104.0634921,24.45,11.08843537,27.23,12.34920635,10.46,4.743764172,291.6,132.244898,-82.333,31.145
Pinus taeda,131,5.2,13.208,36.9,11.24657117,55.02,24.95238095,7.68,3.482993197,18.45,8.367346939,7.12,3.229024943,88.27,40.03174603,-82.333,31.145
Pinus taeda,131,5.9,14.986,37.3,11.36848522,65.47,29.69160998,15.66,7.102040816,17.79,8.068027211,6.87,3.115646259,105.79,47.97732426,-82.333,31.145
Pinus taeda,131,5.3,13.462,30.7,9.356903383,49.21,22.31746032,7.18,3.256235828,15.14,6.866213152,5.86,2.657596372,77.39,35.09750567,-82.333,31.145
Pinus taeda,131,3.9,9.906,23.5,7.162450472,20.94,9.496598639,3.8,1.723356009,11.03,5.002267574,4.3,1.950113379,40.07,18.1723356,-82.333,31.145
Pinus taeda,131,4.3,10.922,27,8.229198415,31.2,14.14965986,4.99,2.263038549,13.09,5.936507937,5.08,2.303854875,54.36,24.65306122,-82.333,31.145
Pinus taeda,131,4.6,11.684,29.3,8.930204206,32.15,14.58049887,4.44,2.013605442,9.68,4.390022676,3.78,1.714285714,50.05,22.6984127,-82.333,31.145
Pinus taeda,131,5.4,13.716,30.3,9.234989333,49.37,22.39002268,9.21,4.176870748,24.09,10.92517007,9.27,4.204081633,91.94,41.69614512,-82.333,31.145
Pinus taeda,131,6.6,16.764,49.4,15.05638525,119.7,54.28571429,14.22,6.448979592,13.21,5.990929705,5.13,2.326530612,152.26,69.0521542,-82.333,31.145
Pinus taeda,131,6,15.24,36.8,11.21609265,81,36.73469388,13.11,5.945578231,22.84,10.35827664,8.79,3.986394558,125.74,57.02494331,-82.333,31.145
Pinus taeda,131,7,17.78,49.9,15.20877781,153.19,69.4739229,20.41,9.256235828,24.78,11.23809524,9.53,4.321995465,207.91,94.29024943,-82.333,31.145
Pinus taeda,131,7.4,18.796,63.8,19.44529107,210.66,95.53741497,21.03,9.537414966,16.86,7.646258503,6.52,2.9569161,255.07,115.6780045,-82.333,31.145
Pinus taeda,131,7.9,20.066,61.2,18.65284974,201.18,91.23809524,20.85,9.455782313,14.4,6.530612245,5.58,2.530612245,242.01,109.755102,-82.333,31.145
Pinus taeda,131,8.4,21.336,60.7,18.50045718,255.2,115.7369615,29.81,13.51927438,21.6,9.795918367,8.32,3.77324263,314.93,142.8253968,-82.333,31.145
Pinus taeda,131,5.5,13.97,42.5,12.95336788,74.68,33.86848073,10.7,4.85260771,14.23,6.453514739,5.52,2.503401361,105.13,47.67800454,-82.333,31.145
Pinus taeda,131,7.2,18.288,50.8,15.48308443,144.12,65.36054422,26.29,11.92290249,21.41,9.709750567,8.25,3.741496599,200.07,90.73469388,-82.333,31.145
Pinus taeda,131,7,17.78,44.8,13.65437367,129.23,58.60770975,15.34,6.9569161,19.49,8.839002268,7.52,3.410430839,171.58,77.81405896,-82.333,31.145
Pinus taeda,131,7.2,18.288,51.2,15.60499848,166.62,75.56462585,19.12,8.671201814,21.55,9.77324263,8.31,3.768707483,215.6,97.77777778,-82.333,31.145
Pinus taeda,131,5.4,13.716,34.6,10.54556538,62.62,28.39909297,9.39,4.258503401,18.73,8.494331066,7.23,3.278911565,97.97,44.430839,-82.333,31.145
Pinus taeda,131,6.2,15.748,43.5,13.258153,123.12,55.83673469,14.71,6.671201814,20.26,9.188208617,7.81,3.541950113,165.9,75.23809524,-82.333,31.145
Pinus taeda,131,8.5,21.59,57,17.37275221,239.48,108.6077098,30.59,13.87301587,63.1,28.61678005,29.1,13.19727891,362.27,164.2947846,-83.0806,33.8809
Pinus taeda,131,13.6,34.544,74,22.55409936,681.65,309.138322,58.97,26.74376417,161.1,73.06122449,51.9,23.53741497,953.62,432.4807256,-83.0806,33.8809
Pinus taeda,131,3.3,8.382,31,9.448338921,19.13,8.675736961,4.15,1.882086168,2.2,0.997732426,2.9,1.315192744,28.38,12.8707483,-79.1224,36.0607
Pinus taeda,131,9.4,23.876,38,11.58183481,159.78,72.46258503,20.87,9.464852608,72.83,33.02947846,24.99,11.33333333,278.47,126.2902494,-81.6424,33.3459
Pinus taeda,131,8.8,22.352,37.4,11.39896373,132.37,60.03174603,20.72,9.396825397,61.53,27.9047619,27.21,12.34013605,241.83,109.6734694,-81.6424,33.3459
Pinus taeda,131,8.5,21.59,35.3,10.75891496,90.54,41.06122449,12.58,5.70521542,64.62,29.30612245,29.04,13.17006803,196.78,89.24263039,-81.6424,33.3459
Pinus taeda,131,6.8,17.272,33.5,10.21030174,51.87,23.52380952,9.02,4.090702948,18.03,8.176870748,6.63,3.006802721,85.55,38.79818594,-81.6424,33.3459
Pinus taeda,131,6.6,16.764,39.8,12.13044803,91.59,41.53741497,15.75,7.142857143,30.35,13.76417234,15.82,7.174603175,153.51,69.61904762,-81.6424,33.3459
Pinus taeda,131,8.6,21.844,41,12.49619019,142.7,64.71655329,23.34,10.58503401,65.37,29.6462585,31.91,14.47165533,263.32,119.4195011,-81.6424,33.3459
Pinus taeda,131,6.7,17.018,34.3,10.45412984,77.42,35.11111111,11.96,5.424036281,28.29,12.82993197,12.81,5.80952381,130.48,59.17460317,-81.6424,33.3459
Pinus taeda,131,9.2,23.368,40.7,12.40475465,143.12,64.90702948,24.21,10.97959184,60.02,27.21995465,18.43,8.358276644,245.78,111.4648526,-81.6424,33.3459
Pinus taeda,131,7.6,19.304,35,10.66747943,92.01,41.72789116,17.81,8.077097506,38.25,17.34693878,22.9,10.38548753,170.97,77.53741497,-81.6424,33.3459
Pinus taeda,131,8.3,21.082,37.7,11.49039927,129.47,58.71655329,22.98,10.42176871,39.54,17.93197279,34.68,15.72789116,226.67,102.7981859,-81.6424,33.3459
Pinus taeda,131,7.8,19.812,31,9.448338921,75.36,34.17687075,21.02,9.532879819,31.94,14.48526077,32.33,14.66213152,160.65,72.85714286,-81.6424,33.3459
Pinus taeda,131,8.6,21.844,33.8,10.30173728,112.42,50.98412698,18.69,8.476190476,51.29,23.26077098,27.41,12.430839,209.81,95.15192744,-81.6424,33.3459
Pinus taeda,131,7.1,18.034,34.8,10.6065224,86.73,39.33333333,14.84,6.73015873,35.45,16.07709751,13.79,6.253968254,150.81,68.39455782,-81.6424,33.3459
